source,url,title,page,alias_matched,match_context,match_location,needs_manual_review,confidence
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,Placebo,"cessful results; more patients achieved the primary endpoint of an IGA score of 0-1 and ≥ 2-grade improvement from baseline at week 8 when using either 0.75% ruxolitinib (50.0% TRuE-AD1, 39.0% TRuE-AD2) or 1.5% (53.8%, 51.3%) compared with placebo (15.1%, 7.6%) [ 17 ]. Ruxolitinib cream also successfully reduced itch associated with AD. Patients achieved a significant decrease in itch, measured as a ≥ 4-point reduction in itch numerical rating scale score (NRS4) from baseline to wee",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,RVT-501,"[ 29 , 30 ]. Crisaborole 2% ointment, a PDE4 inhibitor, received an expanded age indication by the FDA for AD down to patients aged ≥ 3 months [ 31 ]. There are several new topical PDE4 inhibitors that have been in development: lotamilast (RVT-501/E6005, Dermavant), difamilast (OPA-15406/MM36, Otsuka), DRM02 (Dermira), LEO 29102 (LEO Pharma), roflumilast (AstraZeneca), Hemay808 (Tianjin Hemay Pharmaceutical), and PF-07038124 (Pfizer) [ 16 ]. In this article, the PDE4 inhibitors we w",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,E-6005,"0 ]. Crisaborole 2% ointment, a PDE4 inhibitor, received an expanded age indication by the FDA for AD down to patients aged ≥ 3 months [ 31 ]. There are several new topical PDE4 inhibitors that have been in development: lotamilast (RVT-501/E6005, Dermavant), difamilast (OPA-15406/MM36, Otsuka), DRM02 (Dermira), LEO 29102 (LEO Pharma), roflumilast (AstraZeneca), Hemay808 (Tianjin Hemay Pharmaceutical), and PF-07038124 (Pfizer) [ 16 ]. In this article, the PDE4 inhibitors we will fo",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,Eczema,"am, a Janus kinase 1 (JAK1)/JAK2 inhibitor, has been approved for mild-to-moderate atopic dermatitis in patients aged 12+ years, based on safety and efficacy data, while other formulations of JAK inhibitors are under study for chronic hand eczema and atopic dermatitis. In addition to crisaborole, topical phosphodiesterase inhibitors roflumilast cream and difamilast ointment are therapeutic agents that have shown efficacy and tolerability in trials for treating mild-to-moderate atop",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,E6005,"0 ]. Crisaborole 2% ointment, a PDE4 inhibitor, received an expanded age indication by the FDA for AD down to patients aged ≥ 3 months [ 31 ]. There are several new topical PDE4 inhibitors that have been in development: lotamilast (RVT-501/E6005, Dermavant), difamilast (OPA-15406/MM36, Otsuka), DRM02 (Dermira), LEO 29102 (LEO Pharma), roflumilast (AstraZeneca), Hemay808 (Tianjin Hemay Pharmaceutical), and PF-07038124 (Pfizer) [ 16 ]. In this article, the PDE4 inhibitors we will fo",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,Air,"d Staphylococcus hominis A9 (ShA9). Forte B-401 is a topical agent that consists of three therapeutic strains of the commensal gram-negative bacteria Roseomonas mucosa . Preclinical data demonstrate the ability of FB-401 to drive tissue repair and anti-inflammation as well as suppress potentially harmful bacteria like S. aureus . In a phase I/IIa, open-label study, 30 patients ( n = 10 adults aged > 18 years, n = 20 children aged 3-16) were treated topically with FB-401 for 16 w",body,False,0
Webpage,https://doi.org/10.1007/s40257-022-00712-0,What’s New in Topicals for Atopic Dermatitis? | American Journal of Clinical Dermatology | Springer Nature Link,,4,"cle Download PDF Save article View saved research American Journal of Clinical Dermatology Aims and scope Submit manuscript What’s New in Topicals for Atopic Dermatitis? Download PDF Elana Kleinman 1 , 2 , 3 na1 , Jennifer Laborada 1 , 2 , 4 na1 , Lauren Metterle 1 , 2 & … Lawrence F. Eichenfield ORCID: orcid.org/0000-0002-2760-0474 1 , 2 Show authors 13k Accesses 68 Citations 18 Altmetric 1 Mention Explore all metrics Abstract Atopic dermatitis (AD) is a chronic inflammatory",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,Atopic Dermatitis,"5 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of Sheffield BEN-34712 (company progresses this mole",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,"BEN 
2293","23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,"Ben-
2293","23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,"BEN-
2293","23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,"Ben 
2293","23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,"ben 
2293","23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,"ben-
2293","23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,ben 2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,BEN-2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,ben-2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,"Ben
2293","23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,Ben 2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,ben—2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,ben–2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,Ben—2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,BEN 2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,ben_2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,ben‑2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,BEN‐2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,ben−2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,"ben
2293","23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,BEN‑2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,Ben–2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,Ben_2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,BEN–2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,ben‐2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,"BEN
2293","23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,BEN_2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,Ben−2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,Ben‑2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,BEN−2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,BEN—2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,Ben-2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,Ben‐2293,"23) Verge Genomics 4-5 [CONVERGE] VRG50635 (in clinical trial phase I) The company only took 4 years to bring this compound from research to the clinical phase As mentioned in the text Businesswire (2022) BenevolentAI [Benevolent Platform] BEN-2293 (in clinical trial phase I) For atopic dermatitis Richardson et al. (2020), Bess et al. (2022), Jayatunga et al. (2022) BenevolentAI [Benevolent Platform] and Sheffield Institute for Translational Neuroscience (SITraN) at the University of",body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,Air,and values History Leadership Awards Impact and progress Frontiers' impact Our annual reports Thought leadership Publishing model How we publish Open access Quality and research integrity Peer review Research Topics Publish your data with FAIR² Fee policy Services Societies National consortia Institutional partnerships Collaborators More from Frontiers Frontiers Forum Frontiers Planet Prize Press office Sustainability Career opportunities Contact us All journals All articles Sub,body,False,0
Webpage,https://doi.org/10.3389/fphar.2024.1331062,"Frontiers | Generative artificial intelligence in drug discovery: basic framework, recent advances, challenges, and opportunities",,4,"pyright statement Quality For authors Why submit? Article types Author guidelines Editor guidelines Publishing fees Submission checklist Contact editorial office Submit your research Search REVIEW article Front. Pharmacol. , 07 February 2024 Sec. Experimental Pharmacology and Drug Discovery Volume 15 - 2024 | https://doi.org/10.3389/fphar.2024.1331062 Published in Frontiers in Pharmacology Experimental Pharmacology and Drug Discovery 5.4 impact factor 9.5 citescore Editor & Re",body,False,0
Webpage,https://doi.org/10.1038/s41573-021-00266-6,Atopic dermatitis: an expanding therapeutic pipeline for a complex disease | Nature Reviews Drug Discovery,,Atopic Dermatitis,"Atopic dermatitis: an expanding therapeutic pipeline for a complex disease | Nature Reviews Drug Discovery Skip to main content Thank you for visiting nature.com. You are using a browser version with limited support for CSS. To obtain the best experience, w",body,False,0
Webpage,https://doi.org/10.1038/s41573-021-00266-6,Atopic dermatitis: an expanding therapeutic pipeline for a complex disease | Nature Reviews Drug Discovery,,Psoriasis,"on the improvement of AD upon topical AhR antagonist treatment . CAS PubMed Google Scholar Stein Gold, L., Bhatia, N., Tallman, A. M. & Rubenstein, D. S. A phase 2b, randomized clinical trial of tapinarof cream for the treatment of plaque psoriasis: secondary efficacy and patient-reported outcomes. J. Am. Acad. Dermatol. 84 , 624-631 (2020). PubMed Google Scholar Hammad, H. & Lambrecht, B. N. Barrier epithelial cells and the control of type 2 immunity. Immunity 43 , 29-40 (2015). CAS",body,False,0
Webpage,https://doi.org/10.1038/s41573-021-00266-6,Atopic dermatitis: an expanding therapeutic pipeline for a complex disease | Nature Reviews Drug Discovery,,Placebo,"Scholar Hammad, H. & Lambrecht, B. N. Barrier epithelial cells and the control of type 2 immunity. Immunity 43 , 29-40 (2015). CAS PubMed Google Scholar Menzies-Gow, A. et al. DESTINATION: a phase 3, multicentre, randomized, double-blind, placebo-controlled, parallel-group trial to evaluate the long-term safety and tolerability of tezepelumab in adults and adolescents with severe, uncontrolled asthma. Respir. Res. 21 , 279 (2020). CAS PubMed PubMed Central Google Scholar Mullard, A",body,False,0
Webpage,https://doi.org/10.1038/s41573-021-00266-6,Atopic dermatitis: an expanding therapeutic pipeline for a complex disease | Nature Reviews Drug Discovery,,Helium,"rnal-fetal immune tolerance. J. Cell. Biochem. https://doi.org/10.1002/jcb.27501 (2018). Article PubMed Google Scholar Karuppuchamy, T. et al. Sphingosine-1-phosphate receptor-1 (S1P1) is expressed by lymphocytes, dendritic cells, and endothelium and modulated during inflammatory bowel disease. Mucosal Immunol. 10 , 162-171 (2017). CAS PubMed Google Scholar Oetjen, L. K. et al. Sensory neurons co-opt classical immune signaling pathways to mediate chronic Itch. Cell 171 , 217-228 (2",body,False,0
