evidence_id,title,source_types,best_source,url,doi,pmid,pmcid,pub_date,journal_or_site,aliases_matched,match_locations,best_match_context,confidence,evidence_bucket,needs_manual_review,queries_used
EVID-01116,Clinical drug interactions between linezolid and other antibiotics: For adverse drug event monitoring,['Semantic Scholar'],Semantic Scholar,https://www.semanticscholar.org/paper/d57d870db93137cb389664f5bba93f0c9b4f014a,,,,2024.0,Pharmacology Research & Perspectives,['4'],['abstract'],"imited. The aim of this study was to investigate the safety signals related to these DDIs and to provide a reference for clinically related adverse drug event monitoring. Adverse event (AE) information from 1 January 2004 to 16 June 2022 of the target antibiotics including LZD using alone or in combination with LZD was extracted from the OpenVigil FDA data platform for safety signal analysis. The combined risk ratio model, reporting rati",80,strong likely evidence,False,"['""BEN 2293"" ""BenevolentAI""' '""ben 2293"" ""BenevolentAI""' '""BEN-2293""']"
EVID-00492,Cognitive Flexibility and Brain Network Energy in Healthy Aging: an Allostatic Perspective from the SENECA model,['OpenAlex'],OpenAlex,https://doi.org/10.1101/2025.05.16.654421,10.1101/2025.05.16.654421,,,2025-05-21,"{""id"": ""doi:10.1101/2025.05.16.654421"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1101/2025.05.16.654421"", ""pdf_url"": ""https://www.biorxiv.org/content/biorxiv/early/2025/05/21/2025.05.16.654421.full.pdf"", ""source"": {""id"": ""https://openalex.org/S4306402567"", ""display_name"": ""bioRxiv (Cold Spring Harbor Laboratory)"", ""issn_l"": null, ""issn"": null, ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": false, ""host_organization"": ""https://openalex.org/I2750212522"", ""host_organization_name"": ""Cold Spring Harbor Laboratory"", ""host_organization_lineage"": [""https://openalex.org/I2750212522""], ""host_organization_lineage_names"": [], ""type"": ""repository""}, ""license"": ""cc-by-nc"", ""license_id"": ""https://openalex.org/licenses/cc-by-nc"", ""version"": ""acceptedVersion"", ""is_accepted"": true, ""is_published"": false, ""raw_source_name"": ""bioRxiv"", ""raw_type"": ""posted-content""}",['4'],['title'],Cognitive Flexibility and Brain Network Energy in Healthy Aging: an Allostatic Perspective from the SENECA model https://doi.org/10.1101/2025.05.16.654421,80,strong likely evidence,False,"['""32032"" ""poster""']"
EVID-00691,Colonoscopy Uptake in First-Degree Relatives of CRC Patients: Challenges and Intervention Strategies,['OpenAlex'],OpenAlex,https://doi.org/10.2147/ppa.s501332,10.2147/ppa.s501332,,,2025-03-01,"{""id"": ""doi:10.2147/ppa.s501332"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.2147/ppa.s501332"", ""pdf_url"": ""https://www.dovepress.com/article/download/101590"", ""source"": {""id"": ""https://openalex.org/S66639021"", ""display_name"": ""Patient Preference and Adherence"", ""issn_l"": ""1177-889X"", ""issn"": [""1177-889X""], ""is_oa"": true, ""is_in_doaj"": true, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320348"", ""host_organization_name"": ""Dove Medical Press"", ""host_organization_lineage"": [""https://openalex.org/P4310320348""], ""host_organization_lineage_names"": [""Dove Medical Press""], ""type"": ""journal""}, ""license"": ""cc-by-nc"", ""license_id"": ""https://openalex.org/licenses/cc-by-nc"", ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Patient Preference and Adherence"", ""raw_type"": ""journal-article""}",['4'],['title'],Colonoscopy Uptake in First-Degree Relatives of CRC Patients: Challenges and Intervention Strategies https://doi.org/10.2147/ppa.s501332,80,strong likely evidence,False,"['""32032"" ""poster""']"
EVID-00192,"Conjunctivitis outbreak associated with Enterovirus Type C in Luzira Prisons, Uganda, February-April 2024.",['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42376601/,10.1016/j.ijregi.2026.100929,42376601,PMC13312178,2026-Sep,IJID regions,['4'],['title' 'abstract'],"Conjunctivitis outbreak associated with Enterovirus Type C in Luzira Prisons, Uganda, February-April 2024.",80,strong likely evidence,False,"['""4""']"
EVID-00026,Cutaneous Larva Migrans Presenting as Eczematous Dermatitis.,['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42328340/,10.1002/ccr3.72983,42328340,PMC13275537,2026-Jun,Clinical case reports,['Eczema'],['title' 'abstract'],Cutaneous Larva Migrans Presenting as Eczematous Dermatitis.,80,strong likely evidence,False,"['""Eczema""']"
EVID-00671,Daucus carota L. PK 32032,['OpenAlex'],OpenAlex,https://doi.org/10.18730/1snkce,10.18730/1snkce,,,2005-01-01,"{""id"": ""doi:10.18730/1snkce"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.18730/1snkce"", ""pdf_url"": null, ""source"": {""id"": ""https://openalex.org/S7407051306"", ""display_name"": ""International Treaty on Plant Genetic Resources for Food and Agriculture"", ""issn_l"": null, ""issn"": [], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": false, ""host_organization"": null, ""host_organization_name"": null, ""host_organization_lineage"": [], ""host_organization_lineage_names"": [], ""type"": ""repository""}, ""license"": null, ""license_id"": null, ""version"": null, ""is_accepted"": false, ""is_published"": false, ""raw_source_name"": null, ""raw_type"": ""article""}",['32032'],['title'],Daucus carota L. PK 32032 https://doi.org/10.18730/1snkce,80,strong likely evidence,False,"['""32032""']"
EVID-00712,Deep learning in modelling the protein–ligand interaction: new pathways in drug development,['OpenAlex'],OpenAlex,https://doi.org/10.24075/brsmu.2024.002,10.24075/brsmu.2024.002,,,2024-02-01,"{""id"": ""doi:10.24075/brsmu.2024.002"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.24075/brsmu.2024.002"", ""pdf_url"": ""https://vestnik.rsmu.press/files/issues/vestnik.rsmu.press/2024/1/2024-1-1396_en.pdf?lang=en"", ""source"": {""id"": ""https://openalex.org/S4210184958"", ""display_name"": ""Bulletin of Russian State Medical University"", ""issn_l"": ""2500-1094"", ""issn"": [""2500-1094"", ""2542-1204""], ""is_oa"": true, ""is_in_doaj"": true, ""is_core"": false, ""host_organization"": null, ""host_organization_name"": null, ""host_organization_lineage"": [], ""host_organization_lineage_names"": [], ""type"": ""journal""}, ""license"": ""cc-by"", ""license_id"": ""https://openalex.org/licenses/cc-by"", ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Bulletin of Russian State Medical University"", ""raw_type"": ""journal-article""}",['4'],['title'],Deep learning in modelling the protein-ligand interaction: new pathways in drug development https://doi.org/10.24075/brsmu.2024.002,80,strong likely evidence,False,"['""BEN 2293""' '""BEN-2293""' '""Ben 2293""' '""ben 2293""']"
EVID-00529,Dermatology Life Quality Index (DLQI)-a simple practical measure for routine clinical use,['OpenAlex'],OpenAlex,https://doi.org/10.1111/j.1365-2230.1994.tb01167.x,10.1111/j.1365-2230.1994.tb01167.x,,,1994-05-01,"{""id"": ""doi:10.1111/j.1365-2230.1994.tb01167.x"", ""is_oa"": false, ""landing_page_url"": ""https://doi.org/10.1111/j.1365-2230.1994.tb01167.x"", ""pdf_url"": null, ""source"": {""id"": ""https://openalex.org/S80252431"", ""display_name"": ""Clinical and Experimental Dermatology"", ""issn_l"": ""0307-6938"", ""issn"": [""0307-6938"", ""1365-2230""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310311648"", ""host_organization_name"": ""Oxford University Press"", ""host_organization_lineage"": [""https://openalex.org/P4310311648"", ""https://openalex.org/P4310311647""], ""host_organization_lineage_names"": [""Oxford University Press"", ""University of Oxford""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Clinical and Experimental Dermatology"", ""raw_type"": ""journal-article""}",['4'],['title'],Dermatology Life Quality Index (DLQI)-a simple practical measure for routine clinical use https://doi.org/10.1111/j.1365-2230.1994.tb01167.x,80,strong likely evidence,False,"['""Eczema""']"
EVID-01033,"Deucravacitinib versus placebo and apremilast in moderate to severe plaque psoriasis: efficacy and safety results from the 52-week, randomized, double-blinded, placebo-controlled phase 3 POETYK PSO-1 trial.",['Semantic Scholar'],Semantic Scholar,https://www.semanticscholar.org/paper/3b99df6fb136e7ab786fa844a4457e9ee699a6b2,,,,2022.0,Journal of American Academy of Dermatology,['Psoriasis' 'Placebo' '4'],['abstract'],"Deucravacitinib versus placebo and apremilast in moderate to severe plaque psoriasis: efficacy and safety results from the 52-week, randomized, double-blinded, placebo-controlled phase 3 POETYK PSO-1 trial. BACKGROUND Effective, well-tolerated oral psoriasis treatments are needed. OBJECTIVE To compare",80,strong likely evidence,False,"['""Placebo"" ""BenevolentAI""']"
EVID-01034,Development of novel patient-reported outcome instruments to assess atopic dermatitis-associated dyspigmentation and xerosis in patients with skin of colour.,['Semantic Scholar'],Semantic Scholar,https://www.semanticscholar.org/paper/3ce8bbd1d5cb20319a050824cd6d3a116c1fd1f9,,,,2025.0,British Journal of Dermatology,['Atopic Dermatitis' 'Air' '4'],['abstract'],Development of novel patient-reported outcome instruments to assess atopic dermatitis-associated dyspigmentation and xerosis in patients with skin of colour. BACKGROUND The prevalence and burden of atopic dermatitis (AD) are disproportionately high in individuals with skin of colour (SOC). Previous resea,80,strong likely evidence,False,"['""BEN-2293"" ""atopic dermatitis""']"
EVID-01102,Dichotomous STAT5 and STAT6 Activation in T Cells Reflects Cytokine Shifts Between Blood and Skin in Atopic Dermatitis,['Semantic Scholar'],Semantic Scholar,https://www.semanticscholar.org/paper/b93b377329feab4ec651602883754c25fbda7525,,,,2025.0,Allergy. European Journal of Allergy and Clinical Immunology,['Atopic Dermatitis'],['abstract'],"Dichotomous STAT5 and STAT6 Activation in T Cells Reflects Cytokine Shifts Between Blood and Skin in Atopic Dermatitis We assessed STAT activation in T cells in blood and skin of AD patients versus HC. pSTAT5+ T cells were increased in AD blood, correlated with disease activity, and were induced by common γc cytokines. Skin T cells exhi",80,strong likely evidence,False,"['""BEN-2293"" ""atopic dermatitis""']"
EVID-00336,Differences in schizophrenia treatments by race and ethnicity—analysis of electronic health records,['OpenAlex'],OpenAlex,https://doi.org/10.1038/s41537-024-00470-4,10.1038/s41537-024-00470-4,,,2024-04-26,"{""id"": ""doi:10.1038/s41537-024-00470-4"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1038/s41537-024-00470-4"", ""pdf_url"": ""https://www.nature.com/articles/s41537-024-00470-4.pdf"", ""source"": {""id"": ""https://openalex.org/S4387281388"", ""display_name"": ""Schizophrenia"", ""issn_l"": ""2754-6993"", ""issn"": [""2754-6993""], ""is_oa"": true, ""is_in_doaj"": true, ""is_core"": true, ""host_organization"": null, ""host_organization_name"": null, ""host_organization_lineage"": [], ""host_organization_lineage_names"": [], ""type"": ""journal""}, ""license"": ""cc-by"", ""license_id"": ""https://openalex.org/licenses/cc-by"", ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Schizophrenia"", ""raw_type"": ""journal-article""}",['4'],['title'],Differences in schizophrenia treatments by race and ethnicity-analysis of electronic health records https://doi.org/10.1038/s41537-024-00470-4,80,strong likely evidence,False,"['""32032"" ""discontinued""']"
EVID-00366,"Discovery of interstellar ketenyl (HCCO), a surprisingly abundant radical",['OpenAlex'],OpenAlex,https://doi.org/10.1051/0004-6361/201526317,10.1051/0004-6361/201526317,,,2015-04-29,"{""id"": ""doi:10.1051/0004-6361/201526317"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1051/0004-6361/201526317"", ""pdf_url"": ""https://www.aanda.org/articles/aa/pdf/2015/05/aa26317-15.pdf"", ""source"": {""id"": ""https://openalex.org/S205231332"", ""display_name"": ""Astronomy and Astrophysics"", ""issn_l"": ""0004-6361"", ""issn"": [""0004-6361"", ""1432-0746""], ""is_oa"": false, ""is_in_doaj"": true, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310319748"", ""host_organization_name"": ""EDP Sciences"", ""host_organization_lineage"": [""https://openalex.org/P4310319748""], ""host_organization_lineage_names"": [""EDP Sciences""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Astronomy &amp; Astrophysics"", ""raw_type"": ""journal-article""}",['4'],['title'],"Discovery of interstellar ketenyl (HCCO), a surprisingly abundant radical https://doi.org/10.1051/0004-6361/201526317",80,strong likely evidence,False,"['""32032"" ""phase""']"
EVID-00332,Disease-relevant transcriptional signatures identified in individual smooth muscle cells from healthy mouse vessels,['OpenAlex'],OpenAlex,https://doi.org/10.1038/s41467-018-06891-x,10.1038/s41467-018-06891-x,,,2018-10-26,"{""id"": ""doi:10.1038/s41467-018-06891-x"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1038/s41467-018-06891-x"", ""pdf_url"": ""https://www.nature.com/articles/s41467-018-06891-x.pdf"", ""source"": {""id"": ""https://openalex.org/S64187185"", ""display_name"": ""Nature Communications"", ""issn_l"": ""2041-1723"", ""issn"": [""2041-1723""], ""is_oa"": true, ""is_in_doaj"": true, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310319908"", ""host_organization_name"": ""Nature Portfolio"", ""host_organization_lineage"": [""https://openalex.org/P4310319908"", ""https://openalex.org/P4310319965""], ""host_organization_lineage_names"": [""Nature Portfolio"", ""Springer Nature""], ""type"": ""journal""}, ""license"": ""cc-by"", ""license_id"": ""https://openalex.org/licenses/cc-by"", ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Nature Communications"", ""raw_type"": ""journal-article""}",['4'],['title'],Disease-relevant transcriptional signatures identified in individual smooth muscle cells from healthy mouse vessels https://doi.org/10.1038/s41467-018-06891-x,80,strong likely evidence,False,"['""32032""']"
EVID-01099,"Dupilumab in children aged 6 months to younger than 6 years with uncontrolled atopic dermatitis: a randomised, double-blind, placebo-controlled, phase 3 trial.",['Semantic Scholar'],Semantic Scholar,https://www.semanticscholar.org/paper/b2830833c19351b71204ddd0415f7b0cf82c98f0,,,,2022.0,The Lancet,['Atopic Dermatitis' 'Placebo' 'Eczema' '4'],['abstract'],"Dupilumab in children aged 6 months to younger than 6 years with uncontrolled atopic dermatitis: a randomised, double-blind, placebo-controlled, phase 3 trial. BACKGROUND Current systemic treatments for children younger than 6 years with moderate-to-severe atopic dermatitis that is uncontrolled with topical therap",80,strong likely evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-01038,Dupilumab significantly improves sleep in adults with atopic dermatitis: results from the 12-week placebo-controlled period of the 24-week phase 4 randomized double-blinded placebo-controlled DUPISTAD study.,['Semantic Scholar'],Semantic Scholar,https://www.semanticscholar.org/paper/42be373cc95e49a6bff3cd1cd8795ac2ccb2dd55,,,,2023.0,British Journal of Dermatology,['Atopic Dermatitis' 'Placebo' 'Eczema' 'Air' '4'],['abstract'],Dupilumab significantly improves sleep in adults with atopic dermatitis: results from the 12-week placebo-controlled period of the 24-week phase 4 randomized double-blinded placebo-controlled DUPISTAD study. BACKGROUND Sleep disturbance is a prominent symptom of atopic dermatitis (AD) and c,80,strong likely evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-01052,"Dupilumab treatment improves signs, symptoms, quality of life and work productivity in patients with atopic hand and foot dermatitis: results from a phase 3, randomized, double-blind, placebo-controlled trial.",['Semantic Scholar'],Semantic Scholar,https://www.semanticscholar.org/paper/57dc1e0ed8fb267ddf04f572fbfaa3d4462454c5,,,,2024.0,Journal of American Academy of Dermatology,['Placebo' '4'],['abstract'],"Dupilumab treatment improves signs, symptoms, quality of life and work productivity in patients with atopic hand and foot dermatitis: results from a phase 3, randomized, double-blind, placebo-controlled trial. BACKGROUND Despite high disease burden, systemic treatment options for patients with atopic hand and/or foot dermatitis (H/F AD) are limited. OBJECTIVES To evaluate efficacy and safety of dupilumab i",80,strong likely evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-00322,Eczema Prevalence in the United States: Data from the 2003 National Survey of Children's Health,['OpenAlex'],OpenAlex,https://doi.org/10.1038/jid.2010.251,10.1038/jid.2010.251,,,2010-08-26,"{""id"": ""doi:10.1038/jid.2010.251"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.1038/jid.2010.251"", ""pdf_url"": ""http://www.jidonline.org/article/S0022202X15350132/pdf"", ""source"": {""id"": ""https://openalex.org/S28607811"", ""display_name"": ""Journal of Investigative Dermatology"", ""issn_l"": ""0022-202X"", ""issn"": [""0022-202X"", ""1523-1747""], ""is_oa"": false, ""is_in_doaj"": false, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310320990"", ""host_organization_name"": ""Elsevier BV"", ""host_organization_lineage"": [""https://openalex.org/P4310320990""], ""host_organization_lineage_names"": [""Elsevier BV""], ""type"": ""journal""}, ""license"": null, ""license_id"": null, ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Journal of Investigative Dermatology"", ""raw_type"": ""journal-article""}",['Eczema'],['title'],Eczema Prevalence in the United States: Data from the 2003 National Survey of Children's Health https://doi.org/10.1038/jid.2010.251,80,strong likely evidence,False,"['""Eczema""']"
EVID-01050,Effect of Continued Weekly Subcutaneous Semaglutide vs Placebo on Weight Loss Maintenance in Adults With Overweight or Obesity: The STEP 4 Randomized Clinical Trial.,['Semantic Scholar'],Semantic Scholar,https://www.semanticscholar.org/paper/526a9b80ac282037459e552aff04714d2486e340,,,,2021.0,Journal of the American Medical Association (JAMA),['Placebo' '4'],['abstract'],"Effect of Continued Weekly Subcutaneous Semaglutide vs Placebo on Weight Loss Maintenance in Adults With Overweight or Obesity: The STEP 4 Randomized Clinical Trial. Importance The effect of continuing vs withdrawing treatment with semaglutide, a glucagon-like peptide 1 receptor ag",80,strong likely evidence,False,"['""Placebo"" ""BenevolentAI""' '""Placebo""']"
EVID-01017,Effect of Subcutaneous Semaglutide vs Placebo as an Adjunct to Intensive Behavioral Therapy on Body Weight in Adults With Overweight or Obesity: The STEP 3 Randomized Clinical Trial.,['Semantic Scholar'],Semantic Scholar,https://www.semanticscholar.org/paper/1c14f833e7930e31adf727b941873f8ec0005073,,,,2021.0,Journal of the American Medical Association (JAMA),['Placebo' '4'],['abstract'],Effect of Subcutaneous Semaglutide vs Placebo as an Adjunct to Intensive Behavioral Therapy on Body Weight in Adults With Overweight or Obesity: The STEP 3 Randomized Clinical Trial. Importance Weight loss improves cardiometabolic risk factors in people with overwe,80,strong likely evidence,False,"['""Placebo"" ""BenevolentAI""' '""Placebo""']"
EVID-00133,"Effectiveness, Safety, and Drug Survival of Bimekizumab in Chronic Plaque Psoriasis over 2 Years: Real-World Experience from Northern Italy.",['PubMed'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42366325/,10.1007/s13555-026-01835-6,42366325,,2026-Jun-28,Dermatology and therapy,['Psoriasis' 'Eczema' '4'],['title' 'abstract'],"Effectiveness, Safety, and Drug Survival of Bimekizumab in Chronic Plaque Psoriasis over 2 Years: Real-World Experience from Northern Italy.",80,strong likely evidence,False,"['""Eczema""']"
EVID-00833,Efficacy and Safety of Epigallocatechin Gallate in the Treatment and Prevention of Dermatitis: A Systematic Review,['OpenAlex'],OpenAlex,https://doi.org/10.3390/biomedicines13061458,10.3390/biomedicines13061458,,,2025-06-13,"{""id"": ""doi:10.3390/biomedicines13061458"", ""is_oa"": true, ""landing_page_url"": ""https://doi.org/10.3390/biomedicines13061458"", ""pdf_url"": ""https://www.mdpi.com/2227-9059/13/6/1458/pdf?version=1749816821"", ""source"": {""id"": ""https://openalex.org/S2737005842"", ""display_name"": ""Biomedicines"", ""issn_l"": ""2227-9059"", ""issn"": [""2227-9059""], ""is_oa"": true, ""is_in_doaj"": true, ""is_core"": true, ""host_organization"": ""https://openalex.org/P4310310987"", ""host_organization_name"": ""Multidisciplinary Digital Publishing Institute"", ""host_organization_lineage"": [""https://openalex.org/P4310310987""], ""host_organization_lineage_names"": [""Multidisciplinary Digital Publishing Institute""], ""type"": ""journal""}, ""license"": ""cc-by"", ""license_id"": ""https://openalex.org/licenses/cc-by"", ""version"": ""publishedVersion"", ""is_accepted"": true, ""is_published"": true, ""raw_source_name"": ""Biomedicines"", ""raw_type"": ""journal-article""}",['4'],['title'],Efficacy and Safety of Epigallocatechin Gallate in the Treatment and Prevention of Dermatitis: A Systematic Review https://doi.org/10.3390/biomedicines13061458,80,strong likely evidence,False,"['""NCT04986384""']"
EVID-00596,Efficacy and Safety of Topical 1.5% Ruxolitinib for Chronic Hand Eczema in Real‑World Practice.,['PubMed' 'Europe PMC'],PubMed,https://pubmed.ncbi.nlm.nih.gov/42332916/,10.1177/12034754261460065,42332916,,2026-Jun-22,Journal of cutaneous medicine and surgery,['Eczema' '4'],['title' 'abstract'],Efficacy and Safety of Topical 1.5% Ruxolitinib for Chronic Hand Eczema in Real-World Practice.,80,strong likely evidence,False,"['""Eczema""']"
EVID-01117,Efficacy and Safety of Upadacitinib in Patients With Moderate-to-Severe Atopic Dermatitis: Phase 3 Randomized Clinical Trial Results Through 140 Weeks,['Semantic Scholar'],Semantic Scholar,https://www.semanticscholar.org/paper/dbf6d1b505d671a64e83f226d22dbab0046563d7,,,,2025.0,American Journal of Clinical Dermatology,['Atopic Dermatitis' 'Placebo' 'Eczema' '4'],['abstract'],Efficacy and Safety of Upadacitinib in Patients With Moderate-to-Severe Atopic Dermatitis: Phase 3 Randomized Clinical Trial Results Through 140 Weeks Upadacitinib is an oral selective Janus kinase inhibitor approved to treat moderate-to-severe atopic dermatitis (AD) in adults and adolescents; long-term effi,80,strong likely evidence,False,"['""BEN-2293"" ""atopic dermatitis""']"
EVID-01040,Efficacy and anti-inflammatory properties of low-molecular-weight fucoidan in patients with atopic dermatitis: a randomized double-blinded placebo-controlled trial,['Semantic Scholar'],Semantic Scholar,https://www.semanticscholar.org/paper/4b584fefc7c6c6f16e9262c90ead465c0375826f,,,,2023.0,International Journal of Food Properties,['Atopic Dermatitis' 'Placebo'],['abstract'],"Efficacy and anti-inflammatory properties of low-molecular-weight fucoidan in patients with atopic dermatitis: a randomized double-blinded placebo-controlled trial ABSTRACT Atopic dermatitis (AD) is a chronic recurrent inflammatory skin disease. Fucoidans are reportedly effective in treating AD; however, their clinical efficacy",80,strong likely evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-01042,"Efficacy and safety of CM310 in moderate-to-severe atopic dermatitis: A multicenter, randomized, double-blind, placebo-controlled phase 2b trial",['Semantic Scholar'],Semantic Scholar,https://www.semanticscholar.org/paper/4ba7e742d33fd58f4cc7e07c451541e98f3a0d98,,,,2023.0,Chinese Medical Journal,['Atopic Dermatitis' 'Placebo' 'Eczema' '4'],['abstract'],"Efficacy and safety of CM310 in moderate-to-severe atopic dermatitis: A multicenter, randomized, double-blind, placebo-controlled phase 2b trial Abstract Background: Atopic dermatitis (AD) affects approximately 10% of adults worldwide. CM310 is a humanized monoclonal antibody targeting i",80,strong likely evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-01020,"Efficacy and safety of baricitinib in combination with topical corticosteroids in pediatric patients with moderate-to-severe atopic dermatitis with inadequate response to topical corticosteroids: results from a phase 3, randomized, double-blind, placebo-controlled study (BREEZE-AD PEDS).",['Semantic Scholar'],Semantic Scholar,https://www.semanticscholar.org/paper/23de8bd38100eeaca2e44bfe4ed42bdc34f512a0,,,,2023.0,British Journal of Dermatology,['Atopic Dermatitis' 'Placebo' 'Eczema' '4'],['abstract'],"Efficacy and safety of baricitinib in combination with topical corticosteroids in pediatric patients with moderate-to-severe atopic dermatitis with inadequate response to topical corticosteroids: results from a phase 3, randomized, double-blind, placebo-controlled study (BREEZE-AD PEDS). BACKGROUND Baricitinib, an oral selective Janus kinase (JAK)1/JAK2 inhibi",80,strong likely evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-01134,"Efficacy and safety of dupilumab with concomitant topical corticosteroids in Japanese pediatric patients with moderate-to-severe atopic dermatitis: A randomized, double-blind, placebo-controlled phase 3 study.",['Semantic Scholar'],Semantic Scholar,https://www.semanticscholar.org/paper/f50c91235a19f2b6eb26239aa9cbf29d19fe9f3a,,,,2024.0,Allergology International,['Atopic Dermatitis' 'Placebo' 'Eczema' '4'],['abstract'],"Efficacy and safety of dupilumab with concomitant topical corticosteroids in Japanese pediatric patients with moderate-to-severe atopic dermatitis: A randomized, double-blind, placebo-controlled phase 3 study. BACKGROUND We investigated the efficacy and safety of dupilumab in Japanese patients aged ≥6 months to <18 years old with moderate-to-severe atopic dermatit",80,strong likely evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-01007,Efficacy and safety of lebrikizumab in moderate-to-severe atopic dermatitis: 52-week results of two randomized double-blinded placebo-controlled phase III trials.,['Semantic Scholar'],Semantic Scholar,https://www.semanticscholar.org/paper/02febbd0886b9d3e429c7fd0a3662f2012ee5277,,,,2023.0,British Journal of Dermatology,['Atopic Dermatitis' 'Placebo' 'Eczema' '4'],['abstract'],"Efficacy and safety of lebrikizumab in moderate-to-severe atopic dermatitis: 52-week results of two randomized double-blinded placebo-controlled phase III trials. BACKGROUND Lebrikizumab is a novel, high-affinity monoclonal antibody that selectively binds to interleukin (IL)-13. OBJECTIVES To",80,strong likely evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-01096,"Efficacy and safety of nemolizumab in paediatric patients aged 6-12 years with atopic dermatitis with moderate-to-severe pruritus: Results from a phase III, randomised, double-blind, placebo-controlled, multicentre study.",['Semantic Scholar'],Semantic Scholar,https://www.semanticscholar.org/paper/aebe99bee539e179fd0e7be143fbacc4812ff51c,,,,2023.0,British Journal of Dermatology,['Atopic Dermatitis' 'Placebo' '4'],['abstract'],"Efficacy and safety of nemolizumab in paediatric patients aged 6-12 years with atopic dermatitis with moderate-to-severe pruritus: Results from a phase III, randomised, double-blind, placebo-controlled, multicentre study. BACKGROUND Atopic dermatitis (AD) is a chronic, inflammatory skin condition affecting up to on",80,strong likely evidence,False,"['""Placebo"" ""atopic dermatitis""']"
EVID-01065,"Efficacy and safety of rocatinlimab for the treatment of moderate-to-severe atopic dermatitis in ROCKET-IGNITE and ROCKET-HORIZON: two global, double-blind, placebo-controlled, randomised phase 3 clinical trials.",['Semantic Scholar'],Semantic Scholar,https://www.semanticscholar.org/paper/70929b3a14be51e3fea4db404e8a3b9807ba526d,,,,2025.0,The Lancet,['Atopic Dermatitis' 'Placebo' 'Eczema' '4'],['abstract'],"Efficacy and safety of rocatinlimab for the treatment of moderate-to-severe atopic dermatitis in ROCKET-IGNITE and ROCKET-HORIZON: two global, double-blind, placebo-controlled, randomised phase 3 clinical trials. BACKGROUND Rocatinlimab is a T cell rebalancing therapy that inhibits and reduces the number of path",80,strong likely evidence,False,"['""BEN-2293"" ""atopic dermatitis""']"
