source,query_used,pmid,pmcid,doi,title,abstract,journal,pub_date,url,publication_types,authors,match_location,alias_matched,match_context,confidence
PubMed,"""Eczema""",42366325,,10.1007/s13555-026-01835-6,"Effectiveness, Safety, and Drug Survival of Bimekizumab in Chronic Plaque Psoriasis over 2 Years: Real-World Experience from Northern Italy.","Bimekizumab, a dual interleukin (IL)-17A and IL-17F inhibitor, has demonstrated high efficacy in clinical trials for moderate-to-severe plaque psoriasis. However, real-world evidence regarding its long-term effectiveness, safety, and treatment persistence up to 2 years remains limited. This study evaluates these outcomes in a routine clinical setting.
We conducted a retrospective, multicenter, real-world study across three Italian referral centers, including 126 adult patients with moderate-to-severe plaque psoriasis treated with bimekizumab. Efficacy was assessed by the proportion of patients achieving Psoriasis Area and Severity Index (PASI)75, PASI90, and PASI100 up to 104 weeks. Firth's penalized multivariable logistic regression was utilized to identify independent predictors of PASI100 at weeks 16 and 52. Drug survival was estimated using Kaplan-Meier analysis. Safety was evaluated through the incidence of treatment-emergent adverse events (TEAEs) expressed per 100 patient-years.
Bimekizumab demonstrated rapid and sustained effectiveness with complete skin clearance (PASI100) being achieved by 61.5%, 80.0%, and 76.5% of patients at week 16, 52, and 104, respectively. At week 16, penalized multivariable analysis identified palmo-plantar involvement, nail psoriasis, and concomitant proton pump inhibitor (PPI) use as independent negative predictors of PASI100. By week 52, only palmo-plantar involvement remained a significant negative predictor. The overall cumulative probability of drug survival at 2 years was 72.2%. Stratified analyses revealed that biologic-naïve patients exhibited a significantly higher 2-year retention rate compared to bio-experienced individuals (91.5% versus 64.0%, p = 0.0083), whereas age and body mass index (BMI) did not significantly affect treatment persistence. Clinically significant TEAEs occurred at an incidence rate of 16.8 per 100 patient-years, predominantly driven by candidiasis (8.1 per 100 patient-years) and eczema (5.8 per 100 patient-years). The overall discontinuation rate was 22.2%.
Bimekizumab represents a highly effective and durable therapeutic option for moderate-to-severe plaque psoriasis, maintaining robust clinical responses over a 2-year period. While a history of prior biologic failures negatively influences long-term drug survival, high levels of absolute skin clearance are consistently attainable regardless of challenging baseline characteristics such as advanced age or obesity. Infographic available for this article. INFOGRAPHIC.",Dermatology and therapy,2026-Jun-28,https://pubmed.ncbi.nlm.nih.gov/42366325/,Journal Article,Zeno Fratton; Stefano Bighetti; Luca Bettolini; Marina Venturini; Mariateresa Rossi; Andrea Carugno; Nicola Zerbinati; Giuseppe Stinco; Enzo Errichetti,abstract,Psoriasis,"Bimekizumab, a dual interleukin (IL)-17A and IL-17F inhibitor, has demonstrated high efficacy in clinical trials for moderate-to-severe plaque psoriasis. However, real-world evidence regarding its long-term effectiveness, safety, and treatment persistence up to 2 years remains limited. This study evaluates these outcomes in a routine clinical setting. We conducted a ret",0
PubMed,"""Eczema""",42366325,,10.1007/s13555-026-01835-6,"Effectiveness, Safety, and Drug Survival of Bimekizumab in Chronic Plaque Psoriasis over 2 Years: Real-World Experience from Northern Italy.","Bimekizumab, a dual interleukin (IL)-17A and IL-17F inhibitor, has demonstrated high efficacy in clinical trials for moderate-to-severe plaque psoriasis. However, real-world evidence regarding its long-term effectiveness, safety, and treatment persistence up to 2 years remains limited. This study evaluates these outcomes in a routine clinical setting.
We conducted a retrospective, multicenter, real-world study across three Italian referral centers, including 126 adult patients with moderate-to-severe plaque psoriasis treated with bimekizumab. Efficacy was assessed by the proportion of patients achieving Psoriasis Area and Severity Index (PASI)75, PASI90, and PASI100 up to 104 weeks. Firth's penalized multivariable logistic regression was utilized to identify independent predictors of PASI100 at weeks 16 and 52. Drug survival was estimated using Kaplan-Meier analysis. Safety was evaluated through the incidence of treatment-emergent adverse events (TEAEs) expressed per 100 patient-years.
Bimekizumab demonstrated rapid and sustained effectiveness with complete skin clearance (PASI100) being achieved by 61.5%, 80.0%, and 76.5% of patients at week 16, 52, and 104, respectively. At week 16, penalized multivariable analysis identified palmo-plantar involvement, nail psoriasis, and concomitant proton pump inhibitor (PPI) use as independent negative predictors of PASI100. By week 52, only palmo-plantar involvement remained a significant negative predictor. The overall cumulative probability of drug survival at 2 years was 72.2%. Stratified analyses revealed that biologic-naïve patients exhibited a significantly higher 2-year retention rate compared to bio-experienced individuals (91.5% versus 64.0%, p = 0.0083), whereas age and body mass index (BMI) did not significantly affect treatment persistence. Clinically significant TEAEs occurred at an incidence rate of 16.8 per 100 patient-years, predominantly driven by candidiasis (8.1 per 100 patient-years) and eczema (5.8 per 100 patient-years). The overall discontinuation rate was 22.2%.
Bimekizumab represents a highly effective and durable therapeutic option for moderate-to-severe plaque psoriasis, maintaining robust clinical responses over a 2-year period. While a history of prior biologic failures negatively influences long-term drug survival, high levels of absolute skin clearance are consistently attainable regardless of challenging baseline characteristics such as advanced age or obesity. Infographic available for this article. INFOGRAPHIC.",Dermatology and therapy,2026-Jun-28,https://pubmed.ncbi.nlm.nih.gov/42366325/,Journal Article,Zeno Fratton; Stefano Bighetti; Luca Bettolini; Marina Venturini; Mariateresa Rossi; Andrea Carugno; Nicola Zerbinati; Giuseppe Stinco; Enzo Errichetti,abstract,Eczema,"dex (BMI) did not significantly affect treatment persistence. Clinically significant TEAEs occurred at an incidence rate of 16.8 per 100 patient-years, predominantly driven by candidiasis (8.1 per 100 patient-years) and eczema (5.8 per 100 patient-years). The overall discontinuation rate was 22.2%. Bimekizumab represents a highly effective and durable therapeutic option for moderate-to-severe plaque psoriasis, maintaining robust clinical resp",0
PubMed,"""Eczema""",42366325,,10.1007/s13555-026-01835-6,"Effectiveness, Safety, and Drug Survival of Bimekizumab in Chronic Plaque Psoriasis over 2 Years: Real-World Experience from Northern Italy.","Bimekizumab, a dual interleukin (IL)-17A and IL-17F inhibitor, has demonstrated high efficacy in clinical trials for moderate-to-severe plaque psoriasis. However, real-world evidence regarding its long-term effectiveness, safety, and treatment persistence up to 2 years remains limited. This study evaluates these outcomes in a routine clinical setting.
We conducted a retrospective, multicenter, real-world study across three Italian referral centers, including 126 adult patients with moderate-to-severe plaque psoriasis treated with bimekizumab. Efficacy was assessed by the proportion of patients achieving Psoriasis Area and Severity Index (PASI)75, PASI90, and PASI100 up to 104 weeks. Firth's penalized multivariable logistic regression was utilized to identify independent predictors of PASI100 at weeks 16 and 52. Drug survival was estimated using Kaplan-Meier analysis. Safety was evaluated through the incidence of treatment-emergent adverse events (TEAEs) expressed per 100 patient-years.
Bimekizumab demonstrated rapid and sustained effectiveness with complete skin clearance (PASI100) being achieved by 61.5%, 80.0%, and 76.5% of patients at week 16, 52, and 104, respectively. At week 16, penalized multivariable analysis identified palmo-plantar involvement, nail psoriasis, and concomitant proton pump inhibitor (PPI) use as independent negative predictors of PASI100. By week 52, only palmo-plantar involvement remained a significant negative predictor. The overall cumulative probability of drug survival at 2 years was 72.2%. Stratified analyses revealed that biologic-naïve patients exhibited a significantly higher 2-year retention rate compared to bio-experienced individuals (91.5% versus 64.0%, p = 0.0083), whereas age and body mass index (BMI) did not significantly affect treatment persistence. Clinically significant TEAEs occurred at an incidence rate of 16.8 per 100 patient-years, predominantly driven by candidiasis (8.1 per 100 patient-years) and eczema (5.8 per 100 patient-years). The overall discontinuation rate was 22.2%.
Bimekizumab represents a highly effective and durable therapeutic option for moderate-to-severe plaque psoriasis, maintaining robust clinical responses over a 2-year period. While a history of prior biologic failures negatively influences long-term drug survival, high levels of absolute skin clearance are consistently attainable regardless of challenging baseline characteristics such as advanced age or obesity. Infographic available for this article. INFOGRAPHIC.",Dermatology and therapy,2026-Jun-28,https://pubmed.ncbi.nlm.nih.gov/42366325/,Journal Article,Zeno Fratton; Stefano Bighetti; Luca Bettolini; Marina Venturini; Mariateresa Rossi; Andrea Carugno; Nicola Zerbinati; Giuseppe Stinco; Enzo Errichetti,abstract,4,"126 adult patients with moderate-to-severe plaque psoriasis treated with bimekizumab. Efficacy was assessed by the proportion of patients achieving Psoriasis Area and Severity Index (PASI)75, PASI90, and PASI100 up to 104 weeks. Firth's penalized multivariable logistic regression was utilized to identify independent predictors of PASI100 at weeks 16 and 52. Drug survival was estimated using Kaplan-Meier analysis. Safety was evaluated thr",0
PubMed,"""Eczema""",42361640,,10.1016/j.jhazmat.2026.142814,Indoor air exposure to brominated flame retardants in public primary schools and associations with childhood respiratory and skin outcomes.,"Despite widespread use of polybrominated diphenyl ethers (PBDEs) and other brominated flame retardants (BFRs) in indoor environments, data on children's BFR exposure in Portuguese schools and associated health effects remain limited. We aimed to characterize indoor air BFR concentrations in 20 Portuguese primary schools, examine grade-specific exposure patterns, and investigate the associations between BFR concentrations and childhood asthma, wheezing, and eczema. Air BFRs were measured using passive sampling in 80 classrooms over 28 days. Health outcomes (lifetime asthma history, current asthma, wheezing, and eczema) were obtained from standardized parental questionnaires. Multilevel logistic regression models accounting for school-level clustering evaluated associations between log-transformed concentrations and health outcomes, adjusting for relevant confounders. The sum of BFR (∑BFR) concentrations ranged between 28.12 and 154.54 pg/m³ . Replacement BFRs, particularly decabromodiphenyl ethane (DBDPE), were dominant contributors, while BDE-47 and BDE-209 remained prevalent among legacy compounds. Grade 1 students exhibited higher exposure to several BFRs than older students. Per log10-unit increase, BDE-209 was associated with higher odds of lifetime asthma history (OR=2.13; 1.09-5.11) and wheezing (OR=1.75; 1.17-3.18), while an increase in ∑BFRs (OR=1.93; 1.29-3.91) was associated with higher odds of current asthma. Furthermore, a log10-unit increase in ∑non-BDEs was associated with a significantly higher eczema odds (OR=2.88; 1.65-5.46). Children in schools are exposed to legacy and replacement BFRs, with patterns varying per grade. The prominence of replacement compounds underscores an ongoing transition in indoor BFR profiles, reinforcing the need for targeted mitigation strategies and continued evaluation of potential health risks to children.",Journal of hazardous materials,2026-Jun-26,https://pubmed.ncbi.nlm.nih.gov/42361640/,Journal Article,Georges Hatem; Ana Margarida Faria; Minghao Kong; Carla Costa; Klara Slezakova; Maria do Carmo Pereira; Otto Hänninen; Amina Salamova; João Paulo Teixeira; Joana Madureira,abstract,Eczema,"d to characterize indoor air BFR concentrations in 20 Portuguese primary schools, examine grade-specific exposure patterns, and investigate the associations between BFR concentrations and childhood asthma, wheezing, and eczema. Air BFRs were measured using passive sampling in 80 classrooms over 28 days. Health outcomes (lifetime asthma history, current asthma, wheezing, and eczema) were obtained from standardized parental questionnaires. Mult",0
PubMed,"""Eczema""",42361640,,10.1016/j.jhazmat.2026.142814,Indoor air exposure to brominated flame retardants in public primary schools and associations with childhood respiratory and skin outcomes.,"Despite widespread use of polybrominated diphenyl ethers (PBDEs) and other brominated flame retardants (BFRs) in indoor environments, data on children's BFR exposure in Portuguese schools and associated health effects remain limited. We aimed to characterize indoor air BFR concentrations in 20 Portuguese primary schools, examine grade-specific exposure patterns, and investigate the associations between BFR concentrations and childhood asthma, wheezing, and eczema. Air BFRs were measured using passive sampling in 80 classrooms over 28 days. Health outcomes (lifetime asthma history, current asthma, wheezing, and eczema) were obtained from standardized parental questionnaires. Multilevel logistic regression models accounting for school-level clustering evaluated associations between log-transformed concentrations and health outcomes, adjusting for relevant confounders. The sum of BFR (∑BFR) concentrations ranged between 28.12 and 154.54 pg/m³ . Replacement BFRs, particularly decabromodiphenyl ethane (DBDPE), were dominant contributors, while BDE-47 and BDE-209 remained prevalent among legacy compounds. Grade 1 students exhibited higher exposure to several BFRs than older students. Per log10-unit increase, BDE-209 was associated with higher odds of lifetime asthma history (OR=2.13; 1.09-5.11) and wheezing (OR=1.75; 1.17-3.18), while an increase in ∑BFRs (OR=1.93; 1.29-3.91) was associated with higher odds of current asthma. Furthermore, a log10-unit increase in ∑non-BDEs was associated with a significantly higher eczema odds (OR=2.88; 1.65-5.46). Children in schools are exposed to legacy and replacement BFRs, with patterns varying per grade. The prominence of replacement compounds underscores an ongoing transition in indoor BFR profiles, reinforcing the need for targeted mitigation strategies and continued evaluation of potential health risks to children.",Journal of hazardous materials,2026-Jun-26,https://pubmed.ncbi.nlm.nih.gov/42361640/,Journal Article,Georges Hatem; Ana Margarida Faria; Minghao Kong; Carla Costa; Klara Slezakova; Maria do Carmo Pereira; Otto Hänninen; Amina Salamova; João Paulo Teixeira; Joana Madureira,abstract,4,"counting for school-level clustering evaluated associations between log-transformed concentrations and health outcomes, adjusting for relevant confounders. The sum of BFR (∑BFR) concentrations ranged between 28.12 and 154.54 pg/m³ . Replacement BFRs, particularly decabromodiphenyl ethane (DBDPE), were dominant contributors, while BDE-47 and BDE-209 remained prevalent among legacy compounds. Grade 1 students exhibited higher exposure to s",0
PubMed,"""Eczema""",42353951,PMC13298418,10.3390/children13060781,The Burden of Early-Childhood Atopic Disease: Prevalence and Risk Factors for Allergic Rhinitis in an Informal Settlement in South Africa.,"Allergic rhinitis (AR) is increasingly recognized in early childhood; however, its prevalence and environmental determinants within urban informal settlements remain under-researched. This study investigated the prevalence and risk factors associated with allergic rhinitis among children under five years old attending preschools in Alexandra Township, Johannesburg.
A cross-sectional study was conducted involving 3265 children. Data were collected through self-reported surveys with caregivers, designed to assess demographic, clinical, and environmental variables. Multivariate logistic regression analysis was employed to determine adjusted odds ratios (AORs) and p-values for potential environmental and clinical risk factors.
The findings show a prevalence of 37.3% (n = 1214) for allergic rhinitis, 47.3% (n = 1544) for rhinitis, and 42.7% (n = 1394) for rhinoconjunctivitis. Exposure to open sewerage pipelines was associated with the highest risk (AOR: 4.85, p < 0.001), followed by prolonged residence in the township (greater than 24 months; AOR: 2.74, p < 0.001) and proximity to local waterways (AOR: 1.89, p < 0.001). Additional significant factors included frequent paracetamol consumption and walking to school, while asthma and eczema exhibited an association with the presence of AR.
The elevated prevalence of allergic symptoms within this cohort is linked to localized macro-environmental hazards, suggesting that infrastructural challenges in informal urban settings may influence early respiratory health outcomes. Protecting pediatric respiratory health may necessitate multisectoral interventions, with a specific emphasis on ensuring safe sanitation and clean household energy, to complement traditional clinical management in these vulnerable communities.","Children (Basel, Switzerland)",2026-Jun-04,https://pubmed.ncbi.nlm.nih.gov/42353951/,Journal Article,Velisha Thompson; Joyce Shirinde; Masilu D Masekameni; Thokozani P Mbonane,abstract,Eczema,"ip (greater than 24 months; AOR: 2.74, p < 0.001) and proximity to local waterways (AOR: 1.89, p < 0.001). Additional significant factors included frequent paracetamol consumption and walking to school, while asthma and eczema exhibited an association with the presence of AR. The elevated prevalence of allergic symptoms within this cohort is linked to localized macro-environmental hazards, suggesting that infrastructural challenges in informa",0
PubMed,"""Eczema""",42353951,PMC13298418,10.3390/children13060781,The Burden of Early-Childhood Atopic Disease: Prevalence and Risk Factors for Allergic Rhinitis in an Informal Settlement in South Africa.,"Allergic rhinitis (AR) is increasingly recognized in early childhood; however, its prevalence and environmental determinants within urban informal settlements remain under-researched. This study investigated the prevalence and risk factors associated with allergic rhinitis among children under five years old attending preschools in Alexandra Township, Johannesburg.
A cross-sectional study was conducted involving 3265 children. Data were collected through self-reported surveys with caregivers, designed to assess demographic, clinical, and environmental variables. Multivariate logistic regression analysis was employed to determine adjusted odds ratios (AORs) and p-values for potential environmental and clinical risk factors.
The findings show a prevalence of 37.3% (n = 1214) for allergic rhinitis, 47.3% (n = 1544) for rhinitis, and 42.7% (n = 1394) for rhinoconjunctivitis. Exposure to open sewerage pipelines was associated with the highest risk (AOR: 4.85, p < 0.001), followed by prolonged residence in the township (greater than 24 months; AOR: 2.74, p < 0.001) and proximity to local waterways (AOR: 1.89, p < 0.001). Additional significant factors included frequent paracetamol consumption and walking to school, while asthma and eczema exhibited an association with the presence of AR.
The elevated prevalence of allergic symptoms within this cohort is linked to localized macro-environmental hazards, suggesting that infrastructural challenges in informal urban settings may influence early respiratory health outcomes. Protecting pediatric respiratory health may necessitate multisectoral interventions, with a specific emphasis on ensuring safe sanitation and clean household energy, to complement traditional clinical management in these vulnerable communities.","Children (Basel, Switzerland)",2026-Jun-04,https://pubmed.ncbi.nlm.nih.gov/42353951/,Journal Article,Velisha Thompson; Joyce Shirinde; Masilu D Masekameni; Thokozani P Mbonane,abstract,4,"iables. Multivariate logistic regression analysis was employed to determine adjusted odds ratios (AORs) and p-values for potential environmental and clinical risk factors. The findings show a prevalence of 37.3% (n = 1214) for allergic rhinitis, 47.3% (n = 1544) for rhinitis, and 42.7% (n = 1394) for rhinoconjunctivitis. Exposure to open sewerage pipelines was associated with the highest risk (AOR: 4.85, p < 0.001), followed by prolonged",0
PubMed,"""Eczema""",42352026,PMC13295394,10.3390/antiox15060720,Metabolomics-Based Analysis Linking Oxidative Stress-Related Branched-Chain Amino Acid (BCAA) Pathway with Atopic Indices to Childhood Allergies.,"Allergic diseases are complex conditions in which oxidative stress contributes to pathogenesis, yet the metabolic mechanisms linking oxidative stress to immunoglobulin E (IgE)-mediated responses remain unclear. This study analyzed 124 children at an 8-year follow-up, identifying those with eczema, rhinitis, and asthma. Oxidative stress markers and 1H-nuclear magnetic resonance (NMR) blood metabolomic profiles were assessed to determine associations between metabolic pathways and atopic indices. Results showed that glutathione peroxidase (GPx) activity was significantly lower in seafood-sensitized children, while FeNO and mite-specific IgE were elevated in children with rhinitis (p < 0.01). Fractional exhaled nitric oxide (FeNO) correlated positively with allergen-specific IgE and negatively with 8-hydroxy-2'-deoxyguanosine (8-OHdG) (p < 0.01) and rhinitis-related methionine. Furthermore, seafood-specific IgE showed negative correlations with glucose and threonine (p < 0.01). Among 22 metabolites linked to atopy, threonine correlated positively with GPx (p < 0.01), while serine and mannose were associated with total antioxidant capacity (TAC). Pathway analysis revealed that branched-chain amino acid (BCAA) and glycine-serine-threonine metabolism intersected significantly with oxidative stress and atopic indices. In conclusion, a metabolomics-based approach highlights that oxidative stress-related BCAA and threonine pathways are central to the metabolic signature of childhood allergies, providing potential targets for future therapeutic interventions.","Antioxidants (Basel, Switzerland)",2026-Jun-05,https://pubmed.ncbi.nlm.nih.gov/42352026/,Journal Article,Jin-Ling Ku; Kuan-Wen Su; Meng-Han Chiang; Chieh-Ni Kuo; Kuo-Wei Yeh; Jing-Long Huang; Chih-Yung Chiu,abstract,Eczema,"ributes to pathogenesis, yet the metabolic mechanisms linking oxidative stress to immunoglobulin E (IgE)-mediated responses remain unclear. This study analyzed 124 children at an 8-year follow-up, identifying those with eczema, rhinitis, and asthma. Oxidative stress markers and 1H-nuclear magnetic resonance (NMR) blood metabolomic profiles were assessed to determine associations between metabolic pathways and atopic indices. Results showed th",0
PubMed,"""Eczema""",42352026,PMC13295394,10.3390/antiox15060720,Metabolomics-Based Analysis Linking Oxidative Stress-Related Branched-Chain Amino Acid (BCAA) Pathway with Atopic Indices to Childhood Allergies.,"Allergic diseases are complex conditions in which oxidative stress contributes to pathogenesis, yet the metabolic mechanisms linking oxidative stress to immunoglobulin E (IgE)-mediated responses remain unclear. This study analyzed 124 children at an 8-year follow-up, identifying those with eczema, rhinitis, and asthma. Oxidative stress markers and 1H-nuclear magnetic resonance (NMR) blood metabolomic profiles were assessed to determine associations between metabolic pathways and atopic indices. Results showed that glutathione peroxidase (GPx) activity was significantly lower in seafood-sensitized children, while FeNO and mite-specific IgE were elevated in children with rhinitis (p < 0.01). Fractional exhaled nitric oxide (FeNO) correlated positively with allergen-specific IgE and negatively with 8-hydroxy-2'-deoxyguanosine (8-OHdG) (p < 0.01) and rhinitis-related methionine. Furthermore, seafood-specific IgE showed negative correlations with glucose and threonine (p < 0.01). Among 22 metabolites linked to atopy, threonine correlated positively with GPx (p < 0.01), while serine and mannose were associated with total antioxidant capacity (TAC). Pathway analysis revealed that branched-chain amino acid (BCAA) and glycine-serine-threonine metabolism intersected significantly with oxidative stress and atopic indices. In conclusion, a metabolomics-based approach highlights that oxidative stress-related BCAA and threonine pathways are central to the metabolic signature of childhood allergies, providing potential targets for future therapeutic interventions.","Antioxidants (Basel, Switzerland)",2026-Jun-05,https://pubmed.ncbi.nlm.nih.gov/42352026/,Journal Article,Jin-Ling Ku; Kuan-Wen Su; Meng-Han Chiang; Chieh-Ni Kuo; Kuo-Wei Yeh; Jing-Long Huang; Chih-Yung Chiu,abstract,4,"ases are complex conditions in which oxidative stress contributes to pathogenesis, yet the metabolic mechanisms linking oxidative stress to immunoglobulin E (IgE)-mediated responses remain unclear. This study analyzed 124 children at an 8-year follow-up, identifying those with eczema, rhinitis, and asthma. Oxidative stress markers and 1H-nuclear magnetic resonance (NMR) blood metabolomic profiles were assessed to determine associations b",0
PubMed,"""Eczema""",42344962,PMC13290252,10.1159/000551945,The Effects of Immune Checkpoint Inhibitors on Hidradenitis Suppurativa: A Scoping Review.,"Hidradenitis suppurativa (HS) is a debilitating skin disease marked by recurrent abscesses and chronic inflammation. Immune checkpoint inhibitors (ICIs) are widely used oncologic treatments that can provoke immune-mediated effects. The ICI potential to precipitate HS onset or influence HS disease activity remains uncharacterized. We aim to characterize the timing, clinical features, severity, and outcomes of HS in this context.
Scoping review according to PRISMA guidelines was conducted. Studies were identified through PubMed and MEDLINE searches and were eligible if they reported at least 1 case of HS onset or worsening in the setting of ICI therapy.
Five publications comprising 13 patients were included. Pembrolizumab was the most frequently used ICI (46.2%). Eight individuals (61.5%) had pre-existing HS, of whom 3 (37.5%) experienced flares during therapy. Five patients (38.5%) developed new-onset HS after ICI initiation, within 2-4 months. Treatment approaches varied and included topical and systemic therapies for HS. Four patients (30.8%) experienced complete resolution of HS lesions following ICI discontinuation.
ICI therapy may precipitate new-onset HS or exacerbate pre-existing disease in a subset of patients. Increased clinical vigilance and early dermatologic involvement may support timely diagnosis, optimize management, and preserve continuity of oncologic care.",Skin appendage disorders,2026-Jun-23,https://pubmed.ncbi.nlm.nih.gov/42344962/,Journal Article,Camila R Marquez; Marie P Vetter; Vivian Y Shi; Anna L Cogen,abstract,4,"searches and were eligible if they reported at least 1 case of HS onset or worsening in the setting of ICI therapy. Five publications comprising 13 patients were included. Pembrolizumab was the most frequently used ICI (46.2%). Eight individuals (61.5%) had pre-existing HS, of whom 3 (37.5%) experienced flares during therapy. Five patients (38.5%) developed new-onset HS after ICI initiation, within 2-4 months. Treatment approaches varied",0
PubMed,"""Eczema""",42344923,PMC13287039,10.3389/fimmu.2026.1726457,Case Report: Paradoxical psoriasis under TNF-α blockade may represent generalized abscessing staphyloderma - GASD syndrome by TNF antagonists.,"Patients treated with TNF-α antagonists may develop psoriasis-like skin lesions. Clinical manifestations include palmoplantar, inverse, localized or generalized guttate, plaque-type, eczematous, and pustular lesions; deep inflammatory nodes; and nonscarring alopecia, often with overlapping reaction patterns. They are classified as paradoxical psoriasis and interpreted as an inflammatory reaction resulting from the disturbed maturation of plasmacytoid dendritic cells, with overproduction of type I interferons due to tumor necrosis factor α (TNF-α) inhibition. Management frequently necessitates discontinuation of therapy. Here, we review the clinical presentation of six patients who were initially diagnosed with paradoxical psoriasis during TNF-α blockade due to the development of corresponding skin lesions. Dermatologic examination revealed that the lesions were impetigo contagiosa, ecthyma, folliculitis decalvans, ostiofolliculitis, nummular microbial eczema, or abscessing furunculosis-all caused by Staphylococcus aureus, likely spreading from the colonized nasal mucosa to the skin. The cutaneous symptoms resolved with topical antimicrobial therapy and systemic antibiotic treatment. We conclude that many cases diagnosed as paradoxical psoriasis may, in fact, represent generalized abscessing staphyloderma resulting from impaired antimicrobial immunity under TNF-α blockade. The diagnosis of paradoxical psoriasis should therefore be critically re-evaluated on a case-by-case basis. Identification and eradication of S. aureus may substantially improve the prognosis for patients experiencing paradoxical psoriasis-like manifestations during treatment with TNF-α antagonists.",Frontiers in immunology,2026,https://pubmed.ncbi.nlm.nih.gov/42344923/,Case Reports; Journal Article,Jörg C Prinz; Pia-Charlotte Stadler,title,Psoriasis,Case Report: Paradoxical psoriasis under TNF-α blockade may represent generalized abscessing staphyloderma - GASD syndrome by TNF antagonists.,0
PubMed,"""Eczema""",42344923,PMC13287039,10.3389/fimmu.2026.1726457,Case Report: Paradoxical psoriasis under TNF-α blockade may represent generalized abscessing staphyloderma - GASD syndrome by TNF antagonists.,"Patients treated with TNF-α antagonists may develop psoriasis-like skin lesions. Clinical manifestations include palmoplantar, inverse, localized or generalized guttate, plaque-type, eczematous, and pustular lesions; deep inflammatory nodes; and nonscarring alopecia, often with overlapping reaction patterns. They are classified as paradoxical psoriasis and interpreted as an inflammatory reaction resulting from the disturbed maturation of plasmacytoid dendritic cells, with overproduction of type I interferons due to tumor necrosis factor α (TNF-α) inhibition. Management frequently necessitates discontinuation of therapy. Here, we review the clinical presentation of six patients who were initially diagnosed with paradoxical psoriasis during TNF-α blockade due to the development of corresponding skin lesions. Dermatologic examination revealed that the lesions were impetigo contagiosa, ecthyma, folliculitis decalvans, ostiofolliculitis, nummular microbial eczema, or abscessing furunculosis-all caused by Staphylococcus aureus, likely spreading from the colonized nasal mucosa to the skin. The cutaneous symptoms resolved with topical antimicrobial therapy and systemic antibiotic treatment. We conclude that many cases diagnosed as paradoxical psoriasis may, in fact, represent generalized abscessing staphyloderma resulting from impaired antimicrobial immunity under TNF-α blockade. The diagnosis of paradoxical psoriasis should therefore be critically re-evaluated on a case-by-case basis. Identification and eradication of S. aureus may substantially improve the prognosis for patients experiencing paradoxical psoriasis-like manifestations during treatment with TNF-α antagonists.",Frontiers in immunology,2026,https://pubmed.ncbi.nlm.nih.gov/42344923/,Case Reports; Journal Article,Jörg C Prinz; Pia-Charlotte Stadler,abstract,Psoriasis,"Patients treated with TNF-α antagonists may develop psoriasis-like skin lesions. Clinical manifestations include palmoplantar, inverse, localized or generalized guttate, plaque-type, eczematous, and pustular lesions; deep inflammatory nodes; and nonscarring alopecia, often with ov",0
PubMed,"""Eczema""",42344923,PMC13287039,10.3389/fimmu.2026.1726457,Case Report: Paradoxical psoriasis under TNF-α blockade may represent generalized abscessing staphyloderma - GASD syndrome by TNF antagonists.,"Patients treated with TNF-α antagonists may develop psoriasis-like skin lesions. Clinical manifestations include palmoplantar, inverse, localized or generalized guttate, plaque-type, eczematous, and pustular lesions; deep inflammatory nodes; and nonscarring alopecia, often with overlapping reaction patterns. They are classified as paradoxical psoriasis and interpreted as an inflammatory reaction resulting from the disturbed maturation of plasmacytoid dendritic cells, with overproduction of type I interferons due to tumor necrosis factor α (TNF-α) inhibition. Management frequently necessitates discontinuation of therapy. Here, we review the clinical presentation of six patients who were initially diagnosed with paradoxical psoriasis during TNF-α blockade due to the development of corresponding skin lesions. Dermatologic examination revealed that the lesions were impetigo contagiosa, ecthyma, folliculitis decalvans, ostiofolliculitis, nummular microbial eczema, or abscessing furunculosis-all caused by Staphylococcus aureus, likely spreading from the colonized nasal mucosa to the skin. The cutaneous symptoms resolved with topical antimicrobial therapy and systemic antibiotic treatment. We conclude that many cases diagnosed as paradoxical psoriasis may, in fact, represent generalized abscessing staphyloderma resulting from impaired antimicrobial immunity under TNF-α blockade. The diagnosis of paradoxical psoriasis should therefore be critically re-evaluated on a case-by-case basis. Identification and eradication of S. aureus may substantially improve the prognosis for patients experiencing paradoxical psoriasis-like manifestations during treatment with TNF-α antagonists.",Frontiers in immunology,2026,https://pubmed.ncbi.nlm.nih.gov/42344923/,Case Reports; Journal Article,Jörg C Prinz; Pia-Charlotte Stadler,abstract,Eczema,"Patients treated with TNF-α antagonists may develop psoriasis-like skin lesions. Clinical manifestations include palmoplantar, inverse, localized or generalized guttate, plaque-type, eczematous, and pustular lesions; deep inflammatory nodes; and nonscarring alopecia, often with overlapping reaction patterns. They are classified as paradoxical psoriasis and interpreted as an inflammatory reaction resulting",0
